abbreviation,region name,brain area,5MEO1 count,5MEO2 count,5MEO3 count,5MEO4 count,5MEO5 count,5MEO6 count,5MEO7 count,5MEO8 count,6-F-DET1 count,6-F-DET2 count,6-F-DET3 count,6-F-DET4 count,6-F-DET5 count,6-F-DET6 count,6-F-DET7 count,6-F-DET8 count,A-SSRI1 count,A-SSRI2 count,A-SSRI3 count,A-SSRI4 count,A-SSRI5 count,A-SSRI6 count,A-SSRI7 count,A-SSRI8 count,C-SSRI1 count,C-SSRI2 count,C-SSRI3 count,C-SSRI4 count,C-SSRI5 count,C-SSRI6 count,C-SSRI7 count,C-SSRI8 count,KET1 count,KET2 count,KET3 count,KET4 count,KET5 count,KET6 count,KET7 count,KET8 count,MDMA1 count,MDMA2 count,MDMA3 count,MDMA4 count,MDMA5 count,MDMA6 count,MDMA7 count,MDMA8 count,PSI1 count,PSI2 count,PSI3 count,PSI4 count,PSI5 count,PSI6 count,PSI7 count,PSI8 count,SAL1 count,SAL2 count,SAL3 count,SAL4 count,SAL5 count,SAL6 count,SAL7 count,SAL8 count
PSV,Principal sensory nucleus of the trigeminal,MidHindMedulla,417,861,1742,865,137,1502,1064,599,71,2202,84,419,531,308,722,535,109,507,379,383,83,397,118,142,73,185,288,71,123,84,140,55,557,114,357,599,324,500,238,291,145,322,60,361,147,71,137,304,202,256,125,339,53,1210,75,147,646,216,144,48,335,292,169,1542
PRNc,Pontine reticular nucleus caudal part,MidHindMedulla,4987,3849,8733,2609,3942,4307,2301,3360,1003,5560,1558,1353,2770,2286,2670,1485,1106,3253,5739,4116,1660,1393,1864,1729,1179,1924,967,751,1225,967,961,662,2479,2383,2950,5095,1401,4486,1985,5639,3809,4663,2427,3392,3226,3514,5951,3239,1554,1641,1014,3800,510,2686,1287,654,2923,1192,1572,305,2021,2835,977,5585
DR,Dorsal nucleus raphe,MidHindMedulla,1381,1142,1183,605,835,479,329,867,2,1200,579,524,1239,651,551,361,630,1154,870,1139,559,390,992,486,452,409,239,275,551,460,660,387,304,480,152,1575,422,1565,815,2327,1050,1177,575,784,665,994,1084,1121,485,499,92,1242,168,304,67,144,914,692,1079,220,688,184,323,713
NLL,Nucleus of the lateral lemniscus,MidHindMedulla,636,1116,2823,598,259,553,3921,1448,418,3557,499,461,806,446,722,723,424,1026,994,1588,1128,988,718,338,300,427,526,206,314,116,228,149,124,157,238,1194,609,545,694,683,1144,1127,661,1032,326,522,790,698,88,803,250,724,219,459,24,72,2393,313,465,324,258,338,166,1846
AT,Anterior tegmental nucleus,MidHindMedulla,110,95,209,85,24,20,163,103,28,294,60,57,58,150,43,30,23,82,82,62,53,35,35,50,14,27,30,13,15,30,34,26,5,38,14,52,25,83,35,121,144,196,72,133,98,128,169,135,50,59,29,51,3,11,16,0,137,21,93,6,22,9,25,22
DT,Dorsal terminal nucleus of the accessory optic tract,MidHindMedulla,83,32,98,58,42,7,68,80,41,97,31,15,79,102,19,56,23,49,41,36,108,50,23,23,14,36,38,9,33,17,26,24,5,14,14,14,23,34,33,37,42,36,21,35,79,24,13,18,18,99,30,48,35,29,5,0,24,50,23,36,12,18,25,37
MT,Medial terminal nucleus of the accessory optic tract,MidHindMedulla,221,279,410,44,210,64,321,177,13,398,66,110,50,77,76,103,61,96,168,117,47,244,63,45,28,78,52,19,54,73,78,43,14,43,62,57,61,90,118,265,155,208,114,160,185,120,226,119,79,77,43,158,43,158,142,101,103,9,40,31,68,114,37,212
SNc,Substantia nigra compact part,MidHindMedulla,594,555,1380,158,613,507,1241,553,41,1715,150,244,196,120,217,318,321,172,249,219,337,1011,137,149,73,116,206,105,136,120,106,138,90,71,76,133,124,391,167,256,529,475,267,338,392,471,624,391,92,140,165,331,91,168,158,77,279,84,105,137,55,172,34,221
LT,Lateral terminal nucleus of the accessory optic tract,MidHindMedulla,41,56,272,59,46,26,221,54,29,166,21,21,62,30,29,45,61,13,54,22,5,65,30,13,16,9,18,8,7,11,27,26,33,5,48,100,16,32,21,39,28,48,25,52,32,44,48,48,12,16,28,37,40,13,11,8,137,37,50,10,6,18,3,74
IF,Interfascicular nucleus raphe,MidHindMedulla,371,490,1327,116,303,230,1118,494,33,594,94,334,258,192,462,274,67,467,415,508,126,535,392,73,61,119,279,83,189,100,179,384,637,243,419,395,194,285,676,1177,816,748,512,545,771,707,891,906,94,196,135,197,379,529,147,43,522,32,220,56,338,1091,319,599
IPN,Interpeduncular nucleus,MidHindMedulla,178,442,2388,328,214,486,2362,160,109,3159,143,1006,794,387,675,346,302,1353,752,750,300,805,634,408,75,205,321,179,384,364,435,289,262,276,167,775,636,532,626,1053,1432,1961,1546,1195,1843,2066,1553,2222,128,225,161,529,64,232,182,123,1701,77,249,200,286,934,298,771
RL,Rostral linear nucleus raphe,MidHindMedulla,185,253,655,286,325,399,954,627,87,713,137,130,260,252,254,317,244,290,387,493,100,459,335,107,91,141,141,61,116,238,203,337,842,228,614,804,131,384,499,764,333,433,323,365,305,422,462,675,157,122,204,348,134,182,240,35,295,49,342,197,547,900,114,227
CLI,Central linear nucleus raphe,MidHindMedulla,558,718,735,269,421,161,325,486,202,940,226,244,429,240,290,572,171,462,540,465,190,271,629,45,144,171,228,108,234,241,218,347,466,219,133,618,122,418,561,1126,693,620,354,535,608,475,947,733,168,17,204,411,368,462,69,56,241,78,304,241,550,525,396,396
PPN,Pedunculopontine nucleus,MidHindMedulla,6130,4051,11626,2263,2165,2894,4006,3918,3855,4841,2466,1629,3327,4260,2687,1967,2284,3741,4670,3378,1801,1847,2291,2285,820,2432,1944,764,1438,1490,2350,1101,871,1579,1518,4548,2659,5420,2648,3549,4399,4507,2039,3930,3307,3786,4075,4796,1691,2180,1600,3139,1071,1298,668,459,4345,1175,2344,357,1822,802,756,2258
AN,Ansiform lobule,Cerebellum,1852,14588,18129,7684,5858,3018,8459,3794,2008,17783,2420,2917,8543,2863,3216,4216,2567,9924,3749,8040,3424,4076,1926,1668,2700,4189,511,4804,1073,727,1770,1142,140922,19629,149771,237825,1570,1333,3821,6129,10361,7724,7108,10821,10418,12401,6929,5788,1807,5412,2470,13725,23857,8710,9850,18822,2081,3138,4023,873,73358,6617,20296,61593
IP,Interposed nucleus,Cerebellum,303,255,1399,343,95,311,129,244,63,2270,123,41,303,107,84,105,78,34,163,55,111,117,63,56,47,57,130,26,33,88,137,60,71,24,57,124,57,60,110,12,392,279,109,213,221,165,286,246,70,33,121,73,29,53,37,101,378,26,93,20,43,49,15,114
FN,Fastigial nucleus,Cerebellum,307,364,609,146,311,290,19,145,3,1262,56,10,666,61,70,25,24,28,58,46,150,71,68,19,9,51,29,10,13,23,71,15,5,48,105,81,33,141,49,86,88,163,52,70,103,160,216,266,18,15,27,131,75,37,27,29,69,18,38,21,40,83,15,74
FL,Flocculus,Cerebellum,635,1402,8470,812,309,670,1213,1428,692,2184,1827,2266,1643,627,1434,941,541,847,911,1699,812,984,294,186,400,1423,956,1387,402,440,459,188,2469,533,3268,7079,71,615,368,1859,3010,1916,689,1580,2192,2133,2480,1290,41,543,548,1250,668,1573,505,830,3345,320,426,176,2903,639,415,3748
PFL,Paraflocculus,Cerebellum,933,1381,7718,2355,1403,707,2244,1510,1836,6483,2230,1647,4997,756,4168,743,1219,456,669,987,1672,3453,299,1604,422,869,513,1020,765,247,296,115,12531,2022,16175,44343,865,814,160,1112,5567,7839,1035,2446,2149,6118,5628,8380,396,1293,945,2990,2307,4195,2043,5145,1490,1128,495,967,31051,3253,2817,18432
COPY,Copula pyramidis,Cerebellum,535,1537,15388,1415,897,589,2921,1007,315,2953,311,284,1318,518,234,395,382,314,367,469,474,1825,409,313,57,148,291,216,56,107,270,149,26622,333,25666,49148,108,137,450,219,1594,1547,825,2267,1319,1963,1827,1716,446,576,494,2017,1439,1415,1594,2424,403,368,182,138,24450,2172,1032,10832
PRM,Paramedian lobule,Cerebellum,687,5106,12231,1171,2727,631,5453,1735,505,4498,572,575,2789,538,622,1043,593,3960,371,1262,822,1311,311,794,566,1007,439,1249,184,206,364,194,42331,2069,77293,112878,465,532,1021,624,1846,1295,861,2624,1852,1638,1958,2138,346,1823,468,3054,2924,1602,3188,5036,902,1042,943,319,48297,4998,5345,19839
SIM,Simple lobule,Cerebellum,964,2176,8371,1452,3175,3941,8663,1743,1385,12189,984,506,2177,834,1383,2143,1111,4589,1056,4518,3424,2311,1331,775,1134,1604,1077,1300,515,506,911,821,80647,11846,64653,84448,934,966,1150,1382,4442,4237,2920,5650,4094,3609,1938,2504,939,2254,1360,5359,14077,5685,4739,9682,712,708,1386,716,27697,3207,3643,25282
CUL,Culmen,Cerebellum,3166,8686,15525,5016,2306,14442,2400,7684,426,13910,830,736,4676,2619,1166,7226,640,5185,2745,3980,3828,2294,2063,3370,1053,1501,2411,1950,2583,800,2044,1055,45861,13620,38406,53411,1322,1496,2036,1964,6527,10190,5222,13006,9332,11804,9480,11864,1742,1486,683,8865,8883,9359,6387,8152,1370,1133,1401,444,35764,6297,5290,31914
UVU,Uvula (IX),Cerebellum,1236,5545,5593,6614,1237,279,4691,3477,208,3203,1043,962,9454,517,429,117,227,910,1650,656,1373,503,555,325,45,379,454,282,207,189,1096,225,7636,842,9277,24753,95,219,245,521,2310,5302,4618,4429,4554,6941,6163,6501,551,1356,108,8140,756,919,2545,1308,209,651,116,47,7962,1370,943,6565
PYR,Pyramus (VIII),Cerebellum,335,3211,4221,1940,1049,227,1602,1678,243,1132,334,108,3639,354,146,111,282,720,88,265,478,1398,190,377,34,33,15,216,65,378,407,261,6736,928,8635,19477,82,87,233,153,606,3442,3075,2050,1902,5050,3101,2941,564,650,63,2528,660,836,988,828,417,717,63,48,9182,1895,611,5668
FOTU,Folium-tuber vermis (VII),Cerebellum,266,1222,2933,791,512,304,1592,1190,384,350,251,229,1172,421,92,335,160,1253,27,282,336,855,93,338,30,79,8,514,104,66,156,97,5147,1760,10214,20775,43,70,229,176,227,1173,1907,776,909,1873,1274,1403,540,387,270,2305,886,1324,1119,1591,117,463,176,124,4089,1155,998,4605
DEC,Declive (VI),Cerebellum,832,1938,7669,2798,764,2977,1577,2352,714,2234,820,392,3202,747,661,861,1053,3054,312,2429,1062,2409,357,315,484,1090,138,1528,642,237,471,169,23977,11879,17793,39262,433,315,708,592,1545,3596,5562,4058,3141,6560,4106,4417,792,1924,458,5354,10112,4368,4555,7402,461,735,1488,117,16109,3155,3545,17553
CENT,Central lobule,Cerebellum,2379,3748,17720,6340,1597,10249,902,8336,20,11499,1160,452,6240,853,1061,1258,719,642,6143,2736,3813,896,2086,330,219,1004,2861,703,2340,430,3255,1232,16185,2341,27773,52502,1504,1537,1664,4059,9534,6759,2926,7041,8601,11675,6185,10467,1366,809,1337,4998,2438,3228,1477,1551,1401,547,734,196,9796,1444,1358,16401
LING,Lingula (I),Cerebellum,52,65,317,221,63,131,2,93,2,284,21,16,241,21,19,9,18,19,67,71,113,9,45,36,6,9,21,5,10,10,10,12,190,281,224,1042,4,15,32,45,339,128,83,41,225,76,103,276,5,46,22,23,27,139,150,112,51,7,119,70,22,233,114,255
DN,Dentate nucleus,Cerebellum,51,8,926,144,28,37,185,59,46,829,32,6,129,12,49,46,16,16,57,11,320,68,11,19,11,12,54,12,6,27,9,18,62,10,48,86,12,14,5,21,99,91,14,29,207,17,82,21,3,40,18,140,5,5,24,8,85,21,19,15,6,6,0,12
NOD,Nodulus (X),Cerebellum,1528,1153,3218,2399,501,562,111,588,61,3360,495,911,1231,473,682,159,95,520,1540,856,1656,447,1127,97,55,350,433,242,112,132,724,324,6518,3440,3482,8720,343,1021,484,1510,4371,3753,3116,3224,3545,5163,3546,6094,523,479,374,2952,886,2427,2318,1105,369,185,610,34,7016,1493,1293,6273
VeCB,Vestibulocerebellar nucleus,Cerebellum,76,67,163,111,66,284,0,41,1,239,31,3,232,52,13,8,12,19,38,28,198,18,8,13,6,1,57,2,11,16,41,1,29,29,124,24,35,113,50,116,30,23,17,22,35,25,14,38,15,4,7,14,64,11,16,37,43,2,34,27,3,3,0,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total cfos counts,,,2874169,2741911,6084926,2172441,2213387,3073534,3023897,2393271,1540624,2028787,1904801,2710060,5213341,2439566,2969437,4878214,1532878,2040636,2414929,2538250,2479113,2394598,1650509,1562409,878021,1326870,1151260,1254341,1167137,1462502,1555244,1031251,2813047,2996137,2750500,6174431,2802245,3985839,2804512,5141505,4962783,4802318,3654292,4707371,4150196,4712711,4743384,5019285,1273778,2326276,1557597,3267826,2070772,2618733,1727876,2008088,3433408,2408396,2498773,916741,2420846,1841269,1139141,3856055
Average,,,3072192,,,,,,,,2960603.75,,,,,,,,2076665.25,,,,,,,,1228328.25,,,,,,,,3683527,,,,,,,,4594042.5,,,,,,,,2106368.25,,,,,,,,2314328.625,,,,,,,
